| Series   |   Mass | EOS   |   trise |    kpush |    xi175 |    xi200 |    xi225 |   Outcome |   M_rem |   M_Fe |    M_CO |    M_He |     M_H |     E_exp |   t_bounce |    t_exp |    t_end |
| s        |   29   | BHBlp |     0.4 | 4.32204  | 0.431075 | 0.277623 | 0.225235 |         0 | 1.60548 | 1.5342 |  7.5799 |  9.5306 |  3.0839 | 1.04767   |   0.350186 | 0.387487 | 5.80378  |
| s        |   34   | BHBlp |     0.4 | 3.88906  | 0.870158 | 0.409926 | 0.301701 |         0 | 1.79541 | 1.529  | 10.2465 |  0      |  0      | 0.993916  |   0.398612 | 0.386387 | 5.04244  |
| z        |   14   | NL3   |     0.4 | 3.96938  | 0.306238 | 0.154323 | 0.078984 |         0 | 1.58272 | 1.3968 |  2.3148 |  3.3084 | 10.693  | 1.20567   |   0.309315 | 0.385061 | 7        |
| w        |   33   | TM1   |     0.4 | 3.23458  | 0.975479 | 0.488477 | 0.355116 |         0 | 1.86111 | 1.5615 | 10.396  | 11.5992 |  1.64   | 1.00648   |   0.413264 | 0.405417 | 7        |
| s        |   18   | BHBlp |     0.4 | 4.28774  | 0.478297 | 0.313444 | 0.235598 |         0 | 1.61862 | 1.3909 |  4.0148 |  5.2489 |  9.2527 | 1.46018   |   0.290015 | 0.437159 | 7        |
| s        |   12   | BHBlp |     0.4 | 3.15374  | 0.17408  | 0.054904 | 0.026501 |         0 | 1.46903 | 1.2737 |  1.9702 |  3.0103 |  7.9139 | 0.650394  |   0.222988 | 0.538279 | 6.94223  |
| s        |   11   | NL3   |     0.4 | 2.63408  | 0.060782 | 0.010333 | 0        |         0 | 1.39954 | 1.228  |  1.7453 |  2.7758 |  7.8365 | 0.706824  |   0.228068 | 0.350416 | 7        |
| s        |   38   | BHBlp |     0.4 | 4.26709  | 0.514239 | 0.323478 | 0.261522 |         0 | 1.6598  | 1.5194 |  7.7502 |  0      |  0      | 0.982546  |   0.374978 | 0.334769 | 7        |
| u        |   19   | SFHx  |     0.4 | 4.13835  | 0.308455 | 0.188055 | 0.153522 |         0 | 1.58564 | 1.4509 |  4.356  |  5.8919 | 13.1048 | 0.9365    |   0.353287 | 0.307177 | 6.94276  |
| u        |   14   | SFHx  |     0.4 | 4.31875  | 0.518302 | 0.263678 | 0.179164 |         0 | 1.64745 | 1.4766 |  2.7828 |  4.0197 |  9.9795 | 1.61771   |   0.324084 | 0.403708 | 6.8274   |
| u        |   24   | SFHo  |     0.4 | 1.46033  | 1.17615  | 0.620935 | 0.406652 |         0 | 1.98723 | 1.625  |  6.1742 |  7.825  | 16.1678 | 0.466184  |   0.414735 | 0.489875 | 7        |
| u        |   17   | SFHo  |     0.4 | 4.09063  | 0.277846 | 0.177347 | 0.140958 |         0 | 1.51069 | 1.5262 |  3.5298 |  4.9962 | 12.0018 | 1.14639   |   0.344687 | 0.275499 | 7        |
| u        |   11   | TM1   |     0.4 | 3.36203  | 0.210729 | 0.075539 | 0.029773 |         0 | 1.49479 | 1.2843 |  2.039  |  3.0446 |  7.9553 | 0.905779  |   0.225235 | 0.470659 | 7        |
| u        |   16   | SFHx  |     0.4 | 3.90376  | 0.70072  | 0.407626 | 0.290315 |         0 | 1.75175 | 1.3997 |  3.2607 |  4.655  | 11.3434 | 1.72669   |   0.338813 | 0.391795 | 7        |
| w        |   31   | SFHx  |     0.4 | 4.19192  | 0.640883 | 0.349245 | 0.261617 |         0 | 1.71094 | 1.4881 |  9.611  | 10.8209 |  2.8133 | 1.0542    |   0.382106 | 0.342066 | 7        |
| u        |   20   | SFHx  |     0.4 | 1.65655  | 1.11712  | 0.608885 | 0.400223 |         0 | 1.98159 | 1.5722 |  4.7889 |  6.3856 | 13.6102 | 0.822327  |   0.398205 | 0.529723 | 7        |
| w        |   26   | BHBlp |     0.4 | 4.26194  | 0.692589 | 0.325667 | 0.257915 |         0 | 1.72361 | 1.5498 |  7.4159 |  8.6933 |  6.7157 | 1.01933   |   0.387645 | 0.320529 | 5.84464  |
| z        |   18   | BHBlp |     0.4 | 3.9345   | 0.704297 | 0.402682 | 0.284615 |         0 | 1.77605 | 1.6214 |  3.6398 |  4.8073 | 13.1946 | 1.55282   |   0.355981 | 0.419138 | 7        |
| w        |   30   | BHBlp |     0.4 | 4.07481  | 0.741186 | 0.377105 | 0.264462 |         0 | 1.75201 | 1.4881 |  9.1409 | 10.3609 |  3.5254 | 1.12586   |   0.374861 | 0.384098 | 5.47116  |
| w        |   29   | BHBlp |     0.4 | 4.2542   | 0.537308 | 0.32879  | 0.252361 |         0 | 1.66445 | 1.4733 |  8.6815 |  9.9235 |  4.2463 | 1.01427   |   0.352187 | 0.36001  | 4.74791  |
| w        |   27   | BHBlp |     0.4 | 4.15405  | 0.735395 | 0.359275 | 0.284993 |         0 | 1.73986 | 1.5338 |  7.8308 |  9.1161 |  6.0986 | 0.987378  |   0.388426 | 0.346159 | 5.5778   |
| z        |   27   | BHBlp |     0.4 | 4.14373  | 0.742438 | 0.361806 | 0.288422 |         0 | 1.7401  | 1.5398 |  7.8748 |  9.1979 | 17.8049 | 0.860197  |   0.389111 | 0.34655  | 5.79971  |
| w        |   19   | BHBlp |     0.4 | 4.30536  | 0.519844 | 0.302026 | 0.217122 |         0 | 1.65784 | 1.4403 |  4.551  |  5.8098 |  9.6679 | 1.34023   |   0.332588 | 0.361493 | 2.3502   |
| s        |   26   | BHBlp |     0.4 | 2.15759  | 1.13468  | 0.575931 | 0.398781 |         4 | 1.98529 | 1.6098 |  6.8687 |  8.6701 |  4.2719 | 0.571637  |   0.404427 | 0.548958 | 1.6486   |
| z        |   30   | BHBlp |     0.4 | 4.16576  | 0.635786 | 0.356308 | 0.264767 |         0 | 1.72045 | 1.5002 |  8.5264 |  9.921  | 20.082  | 0.933     |   0.376295 | 0.371051 | 7        |
| z        |   28   | BHBlp |     0.4 | 4.15843  | 0.629422 | 0.358177 | 0.274007 |         0 | 1.70623 | 1.4938 |  8.243  |  9.5954 | 18.4074 | 0.913471  |   0.373186 | 0.362643 | 7        |
| w        |   28   | BHBlp |     0.4 | 3.86201  | 0.609608 | 0.414058 | 0.306797 |         0 | 1.7273  | 1.4823 |  8.2702 |  9.4984 |  5.676  | 1.33203   |   0.337456 | 0.457978 | 5.3729   |
| w        |   25   | BHBlp |     0.4 | 2.62768  | 1.07129  | 0.541322 | 0.376935 |         0 | 1.94479 | 1.6002 |  6.9807 |  8.238  |  7.6014 | 0.740208  |   0.395905 | 0.484482 | 5.05243  |
| s        |   22   | BHBlp |     0.4 | 4.29929  | 0.379029 | 0.244717 | 0.195353 |         4 | 1.5742  | 1.4417 |  5.6486 |  6.9499 |  7.4668 | 1.12408   |   0.330088 | 0.35316  | 2.14453  |
| s        |   15   | BHBlp |     0.4 | 4.32138  | 0.567518 | 0.281197 | 0.191809 |         0 | 1.70695 | 1.5542 |  2.9373 |  4.127  |  8.5151 | 1.53042   |   0.339469 | 0.406893 | 5.71369  |
| u        |   15   | TM1   |     0.4 | 4.32031  | 0.51737  | 0.266836 | 0.189939 |         0 | 1.66745 | 1.4401 |  3.0045 |  4.3284 | 10.6704 | 1.5724    |   0.335045 | 0.388626 | 7        |
| u        |   17   | TM1   |     0.4 | 4.09506  | 0.263568 | 0.178291 | 0.141455 |         0 | 1.50695 | 1.5262 |  3.5298 |  4.9962 | 12.0018 | 1.25448   |   0.344805 | 0.27336  | 3.57119  |
| u        |   15   | NL3   |     0.4 | 4.32081  | 0.520576 | 0.268137 | 0.190523 |         0 | 1.66602 | 1.4401 |  3.0045 |  4.3284 | 10.6704 | 1.61746   |   0.33527  | 0.387344 | 7        |
| u        |   17   | NL3   |     0.4 | 4.09626  | 0.26417  | 0.178549 | 0.141591 |         0 | 1.50426 | 1.5262 |  3.5298 |  4.9962 | 12.0018 | 1.31404   |   0.344818 | 0.267021 | 3.53104  |
| u        |   25.2 | SFHo  |     0.4 | 3.30271  | 1.02711  | 0.481701 | 0.305032 |         4 | 1.87701 | 1.6127 |  6.9356 |  8.6665 | 16.5243 | 0.832471  |   0.417557 | 0.361383 | 1.60535  |
| s        |   25.2 | SFHo  |     0.4 | 0.704486 | 1.21829  | 0.663873 | 0.438149 |         0 | 2.10636 | 1.6328 |  7.1126 |  8.3517 |  4.7675 | 0.168458  |   0.414005 | 0.73908  | 7        |
| s        |   21.2 | SFHo  |     0.4 | 4.11721  | 0.706177 | 0.367994 | 0.225631 |         0 | 1.74766 | 1.4849 |  5.4587 |  6.7649 |  6.7888 | 1.8416    |   0.363079 | 0.375584 | 2.31624  |
| s        |   15.2 | SFHo  |     0.4 | 4.30911  | 0.568563 | 0.298884 | 0.20353  |         0 | 1.66451 | 1.4081 |  3.0028 |  4.2075 |  8.514  | 1.87284   |   0.316152 | 0.379433 | 6.79731  |
| s        |   17.2 | SFHo  |     0.4 | 4.28855  | 0.345695 | 0.23816  | 0.191038 |         0 | 1.54637 | 1.4179 |  3.7208 |  4.9364 |  9.1386 | 1.33093   |   0.307249 | 0.32319  | 7        |
| u        |   18.2 | SFHo  |     0.4 | 4.31104  | 0.366515 | 0.254067 | 0.19222  |         4 | 1.55564 | 1.4933 |  3.8971 |  5.3871 | 12.8103 | 0.883439  |   0.31814  | 0.359582 | 1.05106  |
| u        |   15.2 | SFHo  |     0.4 | 4.31363  | 0.554088 | 0.256738 | 0.18097  |         0 | 1.67399 | 1.5011 |  3.0681 |  4.4016 | 10.7972 | 1.5657    |   0.342922 | 0.370521 | 7        |
| s        |   16.2 | SFHo  |     0.4 | 4.31408  | 0.381503 | 0.257241 | 0.197872 |         0 | 1.53537 | 1.3635 |  3.3578 |  4.5607 |  8.8582 | 1.4324    |   0.276989 | 0.362755 | 7        |
| s        |   14.2 | SFHo  |     0.4 | 4.29993  | 0.520088 | 0.245147 | 0.160998 |         0 | 1.65923 | 1.4967 |  2.6779 |  3.8572 |  8.2247 | 1.58073   |   0.353982 | 0.356798 | 6.89622  |
| u        |   12.2 | SFHo  |     0.4 | 4.07733  | 0.339606 | 0.174566 | 0.091891 |         0 | 1.58871 | 1.3642 |  2.3457 |  3.447  |  8.7526 | 1.21813   |   0.291756 | 0.37451  | 6.91811  |
| u        |   14.2 | SFHo  |     0.4 | 4.31777  | 0.542167 | 0.289075 | 0.201738 |         0 | 1.66013 | 1.4624 |  2.8197 |  4.0781 | 10.121  | 1.61526   |   0.341479 | 0.339648 | 7        |
| u        |   16.2 | SFHo  |     0.4 | 3.86116  | 0.722204 | 0.414185 | 0.278502 |         0 | 1.75072 | 1.5711 |  3.3326 |  4.7397 | 11.4587 | 1.95902   |   0.341564 | 0.380953 | 7        |
| s        |   11.2 | SFHo  |     0.4 | 2.5      | 0        | 0        | 0        |         0 | 1.32796 | 1.2441 |  1.7862 |  2.8381 |  7.9743 | 0.510433  |   0.211303 | 0.372154 | 2.05908  |
| s        |   19.2 | SFHo  |     0.4 | 4.16667  | 0.737434 | 0.356072 | 0.236865 |         0 | 1.75207 | 1.4886 |  4.4361 |  5.676  |  9.4102 | 1.88216   |   0.356978 | 0.368232 | 4.7733   |
| s        |   13.2 | SFHo  |     0.4 | 3.99416  | 0.330984 | 0.15866  | 0.088924 |         0 | 1.59064 | 1.3909 |  2.3738 |  3.5051 |  7.987  | 1.2038    |   0.307819 | 0.374337 | 6.84128  |
| u        |   13.2 | SFHo  |     0.4 | 4.27422  | 0.522899 | 0.230885 | 0.142921 |         0 | 1.66193 | 1.499  |  2.5777 |  3.7641 |  9.4353 | 1.59362   |   0.340126 | 0.375237 | 6.60167  |
| u        |   23.2 | SFHo  |     0.4 | 0.877975 | 1.17701  | 0.654448 | 0.409507 |         0 | 2.07158 | 1.6286 |  6.0443 |  7.7196 | 15.4735 | 0.27188   |   0.421758 | 0.670012 | 5.73938  |
| s        |   18.2 | SFHo  |     0.4 | 4.30433  | 0.373232 | 0.248326 | 0.197425 |         0 | 1.54149 | 1.4061 |  4.1016 |  5.3274 |  9.2544 | 1.36885   |   0.30628  | 0.351646 | 7        |
| u        |   20.2 | SFHo  |     0.4 | 4.05016  | 0.689974 | 0.382044 | 0.284866 |         4 | 1.73369 | 1.5066 |  4.7406 |  6.2998 | 13.8961 | 1.20151   |   0.364827 | 0.337915 | 1.30204  |
| s        |   12.2 | SFHo  |     0.4 | 3.45415  | 0.198933 | 0.085377 | 0.035813 |         0 | 1.50988 | 1.5372 |  2.0765 |  3.1438 |  7.7852 | 0.876975  |   0.278911 | 0.438882 | 7        |
| u        |   24.2 | SFHo  |     0.4 | 4.10497  | 0.893803 | 0.370713 | 0.253596 |         0 | 1.81552 | 1.5452 |  6.6507 |  8.3688 | 15.8228 | 0.977981  |   0.399765 | 0.338578 | 1.49142  |
| u        |   26.2 | SFHo  |     0.4 | 2.48169  | 1.10291  | 0.552533 | 0.353279 |         0 | 1.91307 | 1.6114 |  7.1566 |  8.8838 | 17.3063 | 0.631243  |   0.41289  | 0.391681 | 1.99729  |
| s        |   20.2 | SFHo  |     0.4 | 3.93086  | 0.235429 | 0.147875 | 0.118304 |         0 | 1.55473 | 1.4662 |  4.9814 |  6.239  |  8.2286 | 0.894985  |   0.369443 | 0.257063 | 2.74569  |
| u        |   17.2 | SFHo  |     0.4 | 4.25728  | 0.356892 | 0.223582 | 0.176383 |         4 | 1.5906  | 1.4593 |  3.5648 |  5.0136 | 12.1844 | 1.19363   |   0.34451  | 0.289967 | 1.52692  |
| u        |   15   | SFHx  |     0.4 | 4.32007  | 0.516024 | 0.266284 | 0.18969  |         0 | 1.66849 | 1.4401 |  3.0045 |  4.3284 | 10.6704 | 1.40491   |   0.335119 | 0.385153 | 7        |
| s        |   16   | SFHx  |     0.4 | 4.28125  | 0.34531  | 0.234293 | 0.180735 |         0 | 1.52928 | 1.3613 |  3.294  |  4.4907 |  8.7542 | 1.2516    |   0.280116 | 0.37368  | 7        |
| u        |   14.2 | NL3   |     0.4 | 4.31581  | 0.550155 | 0.291819 | 0.202905 |         0 | 1.66186 | 1.4624 |  2.8197 |  4.0781 | 10.121  | 1.70664   |   0.341619 | 0.351782 | 6.96874  |
| u        |   16.2 | NL3   |     0.4 | 3.82473  | 0.700299 | 0.419558 | 0.280995 |         0 | 1.76519 | 1.5711 |  3.3326 |  4.7397 | 11.4587 | 1.91441   |   0.341712 | 0.40883  | 7        |
| s        |   19.2 | NL3   |     0.4 | 4.14664  | 0.716128 | 0.3611   | 0.239237 |         0 | 1.76572 | 1.4886 |  4.4361 |  5.676  |  9.4102 | 1.86722   |   0.357128 | 0.394985 | 7        |
| u        |   19.2 | SFHx  |     0.4 | 4.14279  | 0.310386 | 0.189118 | 0.147023 |         4 | 1.57951 | 1.458  |  4.3588 |  5.9042 | 13.2924 | 0.655379  |   0.345252 | 0.282878 | 1.08531  |
| u        |   26.2 | SFHx  |     0.4 | 2.49511  | 1.10047  | 0.551522 | 0.352748 |         0 | 1.92463 | 1.6114 |  7.1566 |  8.8838 | 17.3063 | 0.512347  |   0.412883 | 0.42187  | 2.14472  |
| u        |   14.2 | SFHx  |     0.4 | 4.31751  | 0.54333  | 0.289476 | 0.201909 |         0 | 1.66524 | 1.4624 |  2.8197 |  4.0781 | 10.121  | 1.49426   |   0.341466 | 0.353316 | 7        |
| u        |   28.2 | SFHx  |     0.4 | 3.59511  | 0.917907 | 0.449647 | 0.337566 |         0 | 1.8187  | 1.5607 |  7.8233 |  9.5828 | 18.6055 | 0.827008  |   0.394449 | 0.368827 | 1.93915  |
| u        |   20.2 | SFHx  |     0.4 | 4.0495   | 0.690297 | 0.382174 | 0.284935 |         4 | 1.73806 | 1.5066 |  4.7406 |  6.2998 | 13.8961 | 1.16158   |   0.364816 | 0.351029 | 1.37806  |
| u        |   29.2 | SFHx  |     0.4 | 0.642904 | 1.21706  | 0.667164 | 0.444002 |         0 | 2.17313 | 1.5906 |  8.5096 | 10.243  | 18.9435 | 0.122095  |   0.420863 | 0.818444 | 3.00564  |
| u        |   23.2 | SFHx  |     0.4 | 0.901081 | 1.17373  | 0.653175 | 0.408725 |         0 | 2.11873 | 1.6286 |  6.0443 |  7.7196 | 15.4735 | 0.199052  |   0.421751 | 0.810982 | 6.05745  |
| u        |   18.2 | SFHx  |     0.4 | 4.31135  | 0.367111 | 0.254371 | 0.192374 |         4 | 1.56045 | 1.4933 |  3.8971 |  5.3871 | 12.8103 | 0.841412  |   0.318127 | 0.373909 | 1.09004  |
| u        |   17.2 | SFHx  |     0.4 | 4.25815  | 0.357803 | 0.223932 | 0.17657  |         4 | 1.59313 | 1.4593 |  3.5648 |  5.0136 | 12.1844 | 1.09442   |   0.344497 | 0.298032 | 1.52215  |
| u        |   15.2 | SFHx  |     0.4 | 4.31409  | 0.55526  | 0.257261 | 0.1812   |         0 | 1.68191 | 1.5011 |  3.0681 |  4.4016 | 10.7972 | 1.40488   |   0.342909 | 0.386085 | 7        |
| u        |   13.2 | SFHx  |     0.4 | 4.27495  | 0.523852 | 0.231226 | 0.143027 |         0 | 1.66987 | 1.499  |  2.5777 |  3.7641 |  9.4353 | 1.44721   |   0.340112 | 0.39154  | 6.90654  |
| u        |   25.2 | SFHx  |     0.4 | 3.31044  | 1.02531  | 0.480918 | 0.304644 |         0 | 1.88501 | 1.6127 |  6.9356 |  8.6665 | 16.5243 | 0.688752  |   0.41755  | 0.377698 | 1.63645  |
| u        |   27.2 | SFHx  |     0.4 | 3.28486  | 1.00905  | 0.483497 | 0.360545 |         0 | 1.86668 | 1.5728 |  7.741  |  9.4384 | 17.7504 | 0.823877  |   0.410814 | 0.387875 | 1.80572  |
| u        |   16.2 | SFHx  |     0.4 | 3.85679  | 0.723597 | 0.414841 | 0.278807 |         0 | 1.76073 | 1.5711 |  3.3326 |  4.7397 | 11.4587 | 1.79383   |   0.341552 | 0.398559 | 7        |
| u        |   24.2 | SFHx  |     0.4 | 4.10555  | 0.893593 | 0.370586 | 0.253533 |         0 | 1.82137 | 1.5452 |  6.6507 |  8.3688 | 15.8228 | 0.836871  |   0.399755 | 0.350263 | 1.51527  |
| u        |   11.2 | SFHx  |     0.4 | 3.65032  | 0.230417 | 0.108245 | 0.036481 |         0 | 1.5095  | 1.2489 |  2.0928 |  3.1168 |  8.083  | 0.90761   |   0.231031 | 0.452763 | 7        |
| u        |   17.2 | BHBlp |     0.4 | 4.2536   | 0.376905 | 0.222129 | 0.175603 |         4 | 1.59064 | 1.4593 |  3.5648 |  5.0136 | 12.1844 | 1.19423   |   0.344572 | 0.302811 | 1.81767  |
| u        |   20.2 | BHBlp |     0.4 | 4.07248  | 0.719903 | 0.377583 | 0.282399 |         0 | 1.74332 | 1.5066 |  4.7406 |  6.2998 | 13.8961 | 1.32177   |   0.36489  | 0.374453 | 3.75303  |
| s        |   12.2 | BHBlp |     0.4 | 3.45345  | 0.198573 | 0.0853   | 0.035801 |         0 | 1.52178 | 1.5372 |  2.0765 |  3.1438 |  7.7852 | 0.736215  |   0.27897  | 0.482825 | 7        |
| s        |   18.2 | BHBlp |     0.4 | 4.30229  | 0.369843 | 0.246814 | 0.196549 |         0 | 1.55317 | 1.4061 |  4.1016 |  5.3274 |  9.2544 | 1.24816   |   0.306341 | 0.391002 | 7        |
| s        |   14.2 | BHBlp |     0.4 | 4.29785  | 0.516184 | 0.243757 | 0.160502 |         0 | 1.67433 | 1.4967 |  2.6779 |  3.8572 |  8.2247 | 1.41186   |   0.354043 | 0.395246 | 5.91368  |
| s        |   17.2 | BHBlp |     0.4 | 4.28599  | 0.363553 | 0.236758 | 0.190243 |         0 | 1.55312 | 1.4179 |  3.7208 |  4.9364 |  9.1386 | 1.25049   |   0.30731  | 0.352974 | 7        |
| u        |   18.2 | BHBlp |     0.4 | 4.30935  | 0.383924 | 0.252484 | 0.199742 |         4 | 1.56717 | 1.4933 |  3.8971 |  5.3871 | 12.8103 | 0.904105  |   0.318201 | 0.397964 | 1.17729  |
| u        |   12.2 | BHBlp |     0.4 | 4.07438  | 0.337109 | 0.173959 | 0.091698 |         0 | 1.59698 | 1.3642 |  2.3457 |  3.447  |  8.7526 | 1.10739   |   0.291817 | 0.403625 | 7        |
| s        |   11.2 | BHBlp |     0.4 | 2.5      | 0        | 0        | 0        |         0 | 1.32599 | 1.2441 |  1.7862 |  2.8381 |  7.9743 | 0.517879  |   0.211373 | 0.373047 | 2.05872  |
| u        |   13.2 | BHBlp |     0.4 | 4.27169  | 0.519658 | 0.229721 | 0.142558 |         0 | 1.68133 | 1.499  |  2.5777 |  3.7641 |  9.4353 | 1.39973   |   0.340188 | 0.420705 | 5.97263  |
| s        |   15.2 | BHBlp |     0.4 | 4.31136  | 0.563901 | 0.296777 | 0.202644 |         0 | 1.6918  | 1.4081 |  3.0028 |  4.2075 |  8.514  | 1.62612   |   0.316216 | 0.432929 | 7        |
| u        |   11.2 | BHBlp |     0.4 | 3.6486   | 0.229329 | 0.108031 | 0.036453 |         0 | 1.51604 | 1.2489 |  2.0928 |  3.1168 |  8.083  | 0.898386  |   0.231104 | 0.479951 | 7        |
| u        |   14.2 | BHBlp |     0.4 | 4.31905  | 0.535987 | 0.286922 | 0.200819 |         0 | 1.6722  | 1.4624 |  2.8197 |  4.0781 | 10.121  | 1.49685   |   0.341542 | 0.377208 | 7        |
| u        |   16.2 | BHBlp |     0.4 | 3.88832  | 0.713465 | 0.41004  | 0.289395 |         0 | 1.78123 | 1.5711 |  3.3326 |  4.7397 | 11.4587 | 1.69069   |   0.341628 | 0.435856 | 5.46679  |
| s        |   16.2 | BHBlp |     0.4 | 4.31283  | 0.378451 | 0.255871 | 0.197134 |         0 | 1.54958 | 1.3635 |  3.3578 |  4.5607 |  8.8582 | 1.29477   |   0.27705  | 0.406362 | 7        |
| s        |   20.2 | BHBlp |     0.4 | 3.92677  | 0.233799 | 0.147209 | 0.117929 |         0 | 1.55143 | 1.4662 |  4.9814 |  6.239  |  8.2286 | 0.913952  |   0.369505 | 0.258783 | 3.59068  |
| u        |   15.2 | BHBlp |     0.4 | 4.31203  | 0.550281 | 0.255043 | 0.180222 |         0 | 1.69344 | 1.5011 |  3.0681 |  4.4016 | 10.7972 | 1.33268   |   0.342985 | 0.414136 | 7        |
| s        |   19.2 | BHBlp |     0.4 | 4.08978  | 0.727613 | 0.373984 | 0.235006 |         0 | 1.78579 | 1.4886 |  4.4361 |  5.676  |  9.4102 | 1.55657   |   0.35704  | 0.428266 | 7        |
| s        |   13.2 | BHBlp |     0.4 | 3.99132  | 0.328595 | 0.158154 | 0.088727 |         0 | 1.60016 | 1.3909 |  2.3738 |  3.5051 |  7.987  | 1.08958   |   0.307879 | 0.407587 | 7        |
| s        |   14.2 | NL3   |     0.4 | 4.30255  | 0.502371 | 0.246998 | 0.161656 |         0 | 1.66355 | 1.4967 |  2.6779 |  3.8572 |  8.2247 | 1.6386    |   0.354116 | 0.372058 | 6.89646  |
| s        |   16.2 | NL3   |     0.4 | 4.30315  | 0.365415 | 0.247445 | 0.198891 |         0 | 1.53862 | 1.3635 |  3.3578 |  4.5607 |  8.8582 | 1.51691   |   0.27712  | 0.380832 | 7        |
| u        |   20.2 | NL3   |     0.4 | 4.01881  | 0.705186 | 0.388014 | 0.274596 |         4 | 1.73562 | 1.5066 |  4.7406 |  6.2998 | 13.8961 | 1.32055   |   0.36498  | 0.350985 | 1.35558  |
| s        |   13.2 | NL3   |     0.4 | 3.99832  | 0.315681 | 0.159403 | 0.089216 |         0 | 1.59147 | 1.3909 |  2.3738 |  3.5051 |  7.987  | 1.28452   |   0.307948 | 0.384045 | 6.82278  |
| s        |   12.2 | NL3   |     0.4 | 3.45697  | 0.200306 | 0.085686 | 0.035859 |         0 | 1.5104  | 1.5372 |  2.0765 |  3.1438 |  7.7852 | 0.941469  |   0.279035 | 0.449834 | 7        |
| u        |   18.2 | NL3   |     0.4 | 4.29749  | 0.370394 | 0.24352  | 0.193221 |         4 | 1.55744 | 1.4933 |  3.8971 |  5.3871 | 12.8103 | 1.05864   |   0.318273 | 0.372482 | 1.15483  |
| u        |   13.2 | NL3   |     0.4 | 4.27766  | 0.527494 | 0.232519 | 0.143427 |         0 | 1.66807 | 1.499  |  2.5777 |  3.7641 |  9.4353 | 1.63746   |   0.340258 | 0.393199 | 6.63648  |
| u        |   17.2 | NL3   |     0.4 | 4.26135  | 0.361206 | 0.225241 | 0.177269 |         4 | 1.58507 | 1.4593 |  3.5648 |  5.0136 | 12.1844 | 1.37048   |   0.344647 | 0.285909 | 1.58569  |
| u        |   11.2 | NL3   |     0.4 | 3.65247  | 0.231802 | 0.108513 | 0.036516 |         0 | 1.50429 | 1.2489 |  2.0928 |  3.1168 |  8.083  | 1.0817    |   0.231166 | 0.444979 | 6.69032  |
| s        |   11.2 | NL3   |     0.4 | 2.5      | 0        | 0        | 0        |         0 | 1.3187  | 1.2441 |  1.7862 |  2.8381 |  7.9743 | 0.634426  |   0.211428 | 0.336799 | 1.94813  |
| s        |   15.2 | NL3   |     0.4 | 4.30585  | 0.552099 | 0.301633 | 0.204682 |         0 | 1.6739  | 1.4081 |  3.0028 |  4.2075 |  8.514  | 1.9075    |   0.316292 | 0.402465 | 6.82477  |
| u        |   19.2 | NL3   |     0.4 | 4.14718  | 0.313168 | 0.190182 | 0.147558 |         4 | 1.57331 | 1.458  |  4.3588 |  5.9042 | 13.2924 | 0.898465  |   0.345406 | 0.273902 | 1.16093  |
| s        |   20.2 | NL3   |     0.4 | 3.88419  | 0.238522 | 0.140473 | 0.113144 |         0 | 1.54932 | 1.4662 |  4.9814 |  6.239  |  8.2286 | 1.04924   |   0.36958  | 0.25369  | 3.31914  |
| s        |   18.2 | NL3   |     0.4 | 4.30656  | 0.377234 | 0.250094 | 0.198451 |         0 | 1.54378 | 1.4061 |  4.1016 |  5.3274 |  9.2544 | 1.46058   |   0.306414 | 0.366589 | 7        |
| s        |   17.2 | NL3   |     0.4 | 4.2915   | 0.349482 | 0.239842 | 0.191991 |         0 | 1.54247 | 1.4179 |  3.7208 |  4.9364 |  9.1386 | 1.47225   |   0.307384 | 0.322989 | 7        |
| u        |   15.2 | NL3   |     0.4 | 4.31539  | 0.558664 | 0.258795 | 0.181874 |         0 | 1.68016 | 1.5011 |  3.0681 |  4.4016 | 10.7972 | 1.61122   |   0.343059 | 0.389777 | 7        |
| s        |   13.2 | TM1   |     0.4 | 3.99685  | 0.314552 | 0.15914  | 0.089116 |         0 | 1.59263 | 1.3909 |  2.3738 |  3.5051 |  7.987  | 1.25214   |   0.307935 | 0.386938 | 6.87901  |
| u        |   18.2 | TM1   |     0.4 | 4.29659  | 0.369142 | 0.242944 | 0.192898 |         4 | 1.5595  | 1.4933 |  3.8971 |  5.3871 | 12.8103 | 1.01975   |   0.318259 | 0.377186 | 1.15824  |
| u        |   12.2 | TM1   |     0.4 | 4.08011  | 0.341977 | 0.175141 | 0.092075 |         0 | 1.5904  | 1.3642 |  2.3457 |  3.447  |  8.7526 | 1.26616   |   0.291873 | 0.385977 | 6.90716  |
| s        |   15.2 | TM1   |     0.4 | 4.3075   | 0.571721 | 0.300278 | 0.204114 |         0 | 1.67472 | 1.4081 |  3.0028 |  4.2075 |  8.514  | 1.87629   |   0.316273 | 0.403157 | 6.92585  |
| u        |   15.2 | TM1   |     0.4 | 4.31464  | 0.55668  | 0.257889 | 0.181475 |         0 | 1.68143 | 1.5011 |  3.0681 |  4.4016 | 10.7972 | 1.56775   |   0.343043 | 0.390534 | 7        |
| s        |   16.2 | TM1   |     0.4 | 4.31525  | 0.364384 | 0.258623 | 0.198617 |         0 | 1.53964 | 1.3635 |  3.3578 |  4.5607 |  8.8582 | 1.48326   |   0.277107 | 0.382191 | 7        |
