| Series   |   Mass | EOS   |   trise |    kpush |    xi175 |    xi200 |    xi225 |   Outcome |   M_rem |   M_Fe |    M_CO |    M_He |     M_H |     E_exp |   t_bounce |    t_exp |    t_end |
| u        |   24.8 | SFHx  |     0.4 | 3.53526  | 0.967434 | 0.456671 | 0.271684 |         0 | 1.87109 | 1.5181 |  6.808  |  8.5345 | 16.2566 | 0.808884  |   0.394937 | 0.376947 | 1.56077  |
| u        |   26.6 | BHBlp |     0.4 | 3.0873   | 1.06686  | 0.502435 | 0.344238 |         0 | 1.8969  | 1.6037 |  7.3171 |  9.0315 | 17.5585 | 0.641138  |   0.418478 | 0.415165 | 2.77799  |
| u        |   24.6 | BHBlp |     0.4 | 4.1277   | 0.916145 | 0.365597 | 0.250859 |         0 | 1.82686 | 1.5503 |  6.648  |  8.3692 | 16.2223 | 0.81507   |   0.404236 | 0.369131 | 1.59032  |
| u        |   28.6 | TM1   |     0.4 | 1.20129  | 1.17574  | 0.636227 | 0.427453 |         0 | 2.08071 | 1.5858 |  8.3774 | 10.1799 | 18.4063 | 0.300432  |   0.418096 | 0.669281 | 2.46563  |
| u        |   24.6 | TM1   |     0.4 | 4.09246  | 0.898872 | 0.373416 | 0.254709 |         0 | 1.82154 | 1.5503 |  6.648  |  8.3692 | 16.2223 | 0.949609  |   0.404294 | 0.354866 | 1.54289  |
| u        |   27.6 | TM1   |     0.4 | 3.5373   | 0.93223  | 0.456436 | 0.340965 |         0 | 1.83592 | 1.5658 |  7.7529 |  9.4725 | 18.1162 | 0.990086  |   0.394546 | 0.380734 | 1.80813  |
| u        |   29.6 | TM1   |     0.4 | 1.79046  | 1.10971  | 0.600405 | 0.401925 |         0 | 1.9864  | 1.5797 |  8.4518 | 10.2618 | 19.3243 | 0.471477  |   0.414172 | 0.524778 | 1.66672  |
| u        |   25.6 | TM1   |     0.4 | 3.50369  | 0.97516  | 0.460268 | 0.291579 |         0 | 1.88898 | 1.5151 |  6.9119 |  8.6136 | 16.9772 | 0.887817  |   0.387654 | 0.388262 | 1.61142  |
| u        |   26.6 | TM1   |     0.4 | 2.94053  | 1.0447   | 0.515539 | 0.331358 |         0 | 1.89097 | 1.6037 |  7.3171 |  9.0315 | 17.5585 | 0.712651  |   0.418538 | 0.39784  | 2.65261  |
| u        |   26.6 | NL3   |     0.4 | 3.14105  | 1.02828  | 0.497443 | 0.33898  |         0 | 1.88623 | 1.6037 |  7.3171 |  9.0315 | 17.5585 | 0.820377  |   0.418582 | 0.385483 | 2.55323  |
| u        |   27.6 | NL3   |     0.4 | 3.4404   | 0.952982 | 0.467276 | 0.32911  |         0 | 1.83775 | 1.5658 |  7.7529 |  9.4725 | 18.1162 | 0.974523  |   0.394587 | 0.385355 | 1.85634  |
| u        |   29.6 | NL3   |     0.4 | 1.98234  | 1.10034  | 0.587853 | 0.411368 |         0 | 1.97783 | 1.5797 |  8.4518 | 10.2618 | 19.3243 | 0.558341  |   0.414219 | 0.50457  | 1.66871  |
| u        |   24.6 | NL3   |     0.4 | 4.06299  | 0.912745 | 0.379502 | 0.257715 |         0 | 1.82068 | 1.5503 |  6.648  |  8.3692 | 16.2223 | 0.980953  |   0.404072 | 0.35465  | 1.55005  |
| s        |   11   | SFHo  |     0.4 | 2.63408  | 0.060321 | 0.010333 | 0        |         0 | 1.40677 | 1.228  |  1.7453 |  2.7758 |  7.8365 | 0.597557  |   0.22795  | 0.373127 | 7        |
| s        |   13   | SFHo  |     0.4 | 3.87083  | 0.232373 | 0.138428 | 0.077062 |         0 | 1.48204 | 1.3421 |  2.3187 |  3.4338 |  7.9259 | 1.05715   |   0.27888  | 0.352216 | 7        |
| s        |   14   | SFHo  |     0.4 | 4.25487  | 0.479401 | 0.222626 | 0.146751 |         0 | 1.64727 | 1.4367 |  2.6208 |  3.7828 |  8.1835 | 1.49823   |   0.33353  | 0.361489 | 6.91294  |
| s        |   15   | SFHo  |     0.4 | 4.32078  | 0.572293 | 0.283118 | 0.192599 |         0 | 1.68618 | 1.5542 |  2.9373 |  4.127  |  8.5151 | 1.76299   |   0.339405 | 0.363346 | 7        |
| s        |   16   | SFHo  |     0.4 | 4.28076  | 0.344768 | 0.234048 | 0.180607 |         0 | 1.52392 | 1.3613 |  3.294  |  4.4907 |  8.7542 | 1.37276   |   0.28013  | 0.358755 | 7        |
| s        |   17   | SFHo  |     0.4 | 4.29259  | 0.347898 | 0.240481 | 0.184068 |         0 | 1.53389 | 1.4037 |  3.6263 |  4.8643 |  8.9739 | 1.32229   |   0.301409 | 0.33239  | 7        |
| s        |   18   | SFHo  |     0.4 | 4.28341  | 0.482816 | 0.315754 | 0.236887 |         0 | 1.59603 | 1.3909 |  4.0148 |  5.2489 |  9.2527 | 1.65825   |   0.289952 | 0.386264 | 7        |
| s        |   19   | SFHo  |     0.4 | 4.17586  | 0.70738  | 0.353657 | 0.236559 |         0 | 1.74279 | 1.5878 |  4.3675 |  5.617  |  9.4176 | 1.90022   |   0.358758 | 0.367927 | 4.21671  |
| s        |   21   | SFHo  |     0.4 | 3.51221  | 0.747624 | 0.459304 | 0.274344 |         0 | 1.78271 | 1.4629 |  5.4794 |  6.7847 |  6.2115 | 1.72179   |   0.356091 | 0.39923  | 3.50421  |
| s        |   22   | SFHo  |     0.4 | 4.30138  | 0.359701 | 0.246161 | 0.187013 |         0 | 1.56768 | 1.4417 |  5.6486 |  6.9499 |  7.4668 | 1.20564   |   0.330024 | 0.325363 | 1.94482  |
| w        |   13   | SFHo  |     0.4 | 4.10974  | 0.362438 | 0.181488 | 0.113635 |         0 | 1.59313 | 1.3976 |  2.4865 |  3.6127 |  7.7898 | 1.34696   |   0.306529 | 0.373587 | 6.99413  |
| w        |   14   | SFHo  |     0.4 | 4.31176  | 0.511488 | 0.254773 | 0.167015 |         0 | 1.66438 | 1.5178 |  2.7977 |  3.9727 |  8.0333 | 1.58953   |   0.330901 | 0.366809 | 7        |
| w        |   15   | SFHo  |     0.4 | 4.27264  | 0.554516 | 0.320998 | 0.229955 |         0 | 1.66086 | 1.3501 |  3.1022 |  4.3025 |  8.4893 | 1.94518   |   0.292366 | 0.38395  | 6.81571  |
| w        |   16   | SFHo  |     0.4 | 4.24067  | 0.311095 | 0.217305 | 0.174807 |         0 | 1.51392 | 1.3761 |  3.4355 |  4.6503 |  8.9443 | 1.26356   |   0.291486 | 0.325486 | 7        |
| w        |   17   | SFHo  |     0.4 | 4.2894   | 0.349793 | 0.238638 | 0.190623 |         0 | 1.55174 | 1.4077 |  3.8085 |  5.0568 |  9.0603 | 1.31479   |   0.312297 | 0.312429 | 7        |
| w        |   18   | SFHo  |     0.4 | 4.16074  | 0.712127 | 0.357593 | 0.239264 |         0 | 1.75288 | 1.4797 |  4.1584 |  5.4177 |  9.4068 | 1.86619   |   0.356954 | 0.369339 | 7        |
| w        |   19   | SFHo  |     0.4 | 4.30224  | 0.496044 | 0.304374 | 0.20768  |         0 | 1.64741 | 1.4403 |  4.551  |  5.8098 |  9.6679 | 1.45016   |   0.332525 | 0.326699 | 2.00621  |
| w        |   20   | SFHo  |     0.4 | 3.36833  | 0.946657 | 0.474956 | 0.340972 |         0 | 1.83174 | 1.5482 |  4.9705 |  6.2056 |  9.7242 | 1.30977   |   0.384447 | 0.366533 | 7        |
| w        |   21   | SFHo  |     0.4 | 4.17726  | 0.303395 | 0.197869 | 0.160963 |         0 | 1.51341 | 1.4581 |  5.3135 |  6.6199 |  9.5408 | 1.07272   |   0.311782 | 0.352603 | 1.72405  |
| w        |   22   | SFHo  |     0.4 | 3.09083  | 0.981542 | 0.502111 | 0.343229 |         0 | 1.85236 | 1.5534 |  5.7866 |  7.0262 |  9.1394 | 1.2299    |   0.397218 | 0.378994 | 7        |
| w        |   25   | SFHo  |     0.4 | 2.5093   | 1.09103  | 0.550448 | 0.381775 |         0 | 1.91074 | 1.6002 |  6.9807 |  8.238  |  7.6014 | 0.917819  |   0.395838 | 0.398279 | 7        |
| w        |   26   | SFHo  |     0.4 | 4.25166  | 0.70222  | 0.329775 | 0.260248 |         0 | 1.71986 | 1.5498 |  7.4159 |  8.6933 |  6.7157 | 1.10063   |   0.387582 | 0.29974  | 6.27867  |
| w        |   27   | SFHo  |     0.4 | 4.13378  | 0.744969 | 0.364179 | 0.287848 |         0 | 1.73305 | 1.5338 |  7.8308 |  9.1161 |  6.0986 | 1.08155   |   0.388363 | 0.319486 | 6.51802  |
| w        |   28   | SFHo  |     0.4 | 3.83393  | 0.618451 | 0.41822  | 0.309557 |         0 | 1.69394 | 1.4823 |  8.2702 |  9.4984 |  5.676  | 1.60673   |   0.337392 | 0.3979   | 6.62948  |
| w        |   29   | SFHo  |     0.4 | 4.28543  | 0.509831 | 0.314691 | 0.254446 |         0 | 1.65418 | 1.4733 |  8.6815 |  9.9235 |  4.2463 | 1.12915   |   0.352124 | 0.323237 | 3.28537  |
| w        |   30   | SFHo  |     0.4 | 4.05594  | 0.712552 | 0.380907 | 0.251755 |         0 | 1.73731 | 1.4881 |  9.1409 | 10.3609 |  3.5254 | 1.27171   |   0.374798 | 0.344887 | 7        |
| w        |   31   | SFHo  |     0.4 | 4.19275  | 0.640251 | 0.349012 | 0.26149  |         0 | 1.70649 | 1.4881 |  9.611  | 10.8209 |  2.8133 | 1.18962   |   0.382118 | 0.331229 | 7        |
| w        |   32   | SFHo  |     0.4 | 3.82695  | 0.891324 | 0.419236 | 0.311903 |         0 | 1.78622 | 1.5362 | 10.0703 | 11.2699 |  2.1445 | 1.17224   |   0.397874 | 0.349622 | 7        |
| w        |   33   | SFHo  |     0.4 | 3.27633  | 0.966592 | 0.48435  | 0.353097 |         4 | 1.84917 | 1.5615 | 10.396  | 11.5992 |  1.64   | 0.995603  |   0.413138 | 0.371345 | 1.78368  |
| z        |   12   | SFHo  |     0.4 | 2.77693  | 0.070452 | 0.021804 | 0        |         0 | 1.40339 | 1.3401 |  1.8102 |  2.5403 |  9.461  | 0.542299  |   0.257895 | 0.431084 | 7        |
| z        |   14   | SFHo  |     0.4 | 3.965    | 0.30309  | 0.153573 | 0.078599 |         0 | 1.58282 | 1.3968 |  2.3148 |  3.3084 | 10.693  | 1.11628   |   0.309183 | 0.37709  | 7        |
| z        |   16   | SFHo  |     0.4 | 3.88264  | 0.233921 | 0.140235 | 0.102396 |         0 | 1.49168 | 1.3421 |  3.0093 |  3.9937 | 12.0079 | 0.939943  |   0.275221 | 0.347632 | 1.50468  |
| z        |   17   | SFHo  |     0.4 | 4.05875  | 0.666906 | 0.38035  | 0.2551   |         0 | 1.73245 | 1.5874 |  3.1609 |  4.3919 | 12.6098 | 1.87839   |   0.346264 | 0.371001 | 7        |
| z        |   19   | SFHo  |     0.4 | 4.31997  | 0.42525  | 0.266056 | 0.210439 |         0 | 1.60086 | 1.4737 |  4.0386 |  5.2536 | 13.7483 | 1.26383   |   0.342747 | 0.306618 | 7        |
| z        |   20   | SFHo  |     0.4 | 4.29344  | 0.396828 | 0.240988 | 0.18656  |         0 | 1.59311 | 1.4841 |  4.5505 |  5.8156 | 14.1864 | 1.1703    |   0.34031  | 0.317106 | 2.1198   |
| z        |   21   | SFHo  |     0.4 | 4.05369  | 0.271256 | 0.1698   | 0.137029 |         0 | 1.50222 | 1.4615 |  4.9669 |  6.187  | 14.8152 | 0.895528  |   0.316813 | 0.336624 | 1.84467  |
| z        |   23   | SFHo  |     0.4 | 4.2718   | 0.58646  | 0.321383 | 0.25337  |         0 | 1.68516 | 1.4954 |  5.8888 |  7.1747 | 15.8277 | 1.22123   |   0.371329 | 0.319981 | 4.95978  |
| z        |   27   | SFHo  |     0.4 | 4.12303  | 0.75223  | 0.366673 | 0.29122  |         0 | 1.73288 | 1.5398 |  7.8748 |  9.1979 | 17.8049 | 0.959335  |   0.389047 | 0.31879  | 7        |
| z        |   28   | SFHo  |     0.4 | 4.14197  | 0.598236 | 0.362232 | 0.276475 |         0 | 1.6954  | 1.4938 |  8.243  |  9.5954 | 18.4074 | 1.00235   |   0.373123 | 0.326743 | 7        |
| z        |   29   | SFHo  |     0.4 | 4.27837  | 0.566445 | 0.318288 | 0.231951 |         0 | 1.67022 | 1.4637 |  8.6156 | 10.0203 | 18.9826 | 1.03647   |   0.356704 | 0.328728 | 7        |
| z        |   30   | SFHo  |     0.4 | 4.1515   | 0.646481 | 0.359909 | 0.252586 |         4 | 1.71104 | 1.5002 |  8.5264 |  9.921  | 20.082  | 0.881089  |   0.376231 | 0.334914 | 1.40423  |
| z        |   31   | SFHo  |     0.4 | 2.56055  | 1.06034  | 0.546535 | 0.378001 |         0 | 1.90875 | 1.5606 |  9.6196 | 11.1549 | 19.8482 | 0.773563  |   0.40226  | 0.404055 | 7        |
| s        |   36   | SFHx  |     0.4 | 4.19345  | 0.590055 | 0.348812 | 0.245681 |         0 | 1.7008  | 1.4857 |  8.8171 |  0      |  0      | 1.06084   |   0.375776 | 0.353117 | 7        |
| z        |   31   | SFHx  |     0.4 | 2.57209  | 1.05822  | 0.545646 | 0.377608 |         0 | 1.92055 | 1.5606 |  9.6196 | 11.1549 | 19.8482 | 0.64955   |   0.402252 | 0.428958 | 7        |
| w        |   22   | SFHx  |     0.4 | 3.09874  | 0.980155 | 0.501382 | 0.342885 |         0 | 1.86199 | 1.5534 |  5.7866 |  7.0262 |  9.1394 | 1.12459   |   0.397209 | 0.403348 | 7        |
| w        |   28   | SFHx  |     0.4 | 3.82954  | 0.619828 | 0.418861 | 0.309984 |         0 | 1.7057  | 1.4823 |  8.2702 |  9.4984 |  5.676  | 1.41902   |   0.33738  | 0.417581 | 6.79367  |
| s        |   12   | SFHx  |     0.4 | 3.15492  | 0.174844 | 0.055016 | 0.026501 |         0 | 1.46379 | 1.2737 |  1.9702 |  3.0103 |  7.9139 | 0.655621  |   0.222915 | 0.510698 | 6.87541  |
| w        |   32   | SFHx  |     0.4 | 3.82851  | 0.890996 | 0.41901  | 0.311799 |         0 | 1.79204 | 1.5362 | 10.0703 | 11.2699 |  2.1445 | 1.04493   |   0.397864 | 0.364741 | 7        |
| w        |   14   | SFHx  |     0.4 | 4.31226  | 0.512801 | 0.255283 | 0.167196 |         0 | 1.67181 | 1.5178 |  2.7977 |  3.9727 |  8.0333 | 1.43691   |   0.330888 | 0.381628 | 7        |
| w        |   17   | SFHx  |     0.4 | 4.29017  | 0.350776 | 0.239074 | 0.190866 |         0 | 1.5552  | 1.4077 |  3.8085 |  5.0568 |  9.0603 | 1.20924   |   0.312284 | 0.324485 | 7        |
| w        |   19   | SFHx  |     0.4 | 4.30169  | 0.497104 | 0.304774 | 0.207895 |         0 | 1.65148 | 1.4403 |  4.551  |  5.8098 |  9.6679 | 1.32853   |   0.332512 | 0.337295 | 2.09007  |
| s        |   38   | SFHx  |     0.4 | 4.25729  | 0.523236 | 0.327567 | 0.263859 |         4 | 1.66145 | 1.5194 |  7.7502 |  0      |  0      | 0.517726  |   0.374902 | 0.318394 | 1.12122  |
| s        |   34   | SFHx  |     0.4 | 3.85211  | 0.850088 | 0.415539 | 0.30426  |         0 | 1.78695 | 1.529  | 10.2465 |  0      |  0      | 0.966982  |   0.398538 | 0.362149 | 7        |
| s        |   40   | SFHx  |     0.4 | 3.90504  | 0.930894 | 0.407423 | 0.297916 |         0 | 1.81641 | 1.5642 |  7.1804 |  0      |  0      | 0.976252  |   0.397612 | 0.344026 | 7        |
| s        |   33   | SFHx  |     0.4 | 4.12257  | 0.679457 | 0.366778 | 0.274753 |         0 | 1.73055 | 1.5122 |  8.9325 | 11.3198 |  0.1198 | 1.01071   |   0.389339 | 0.345687 | 7        |
| w        |   30   | SFHx  |     0.4 | 4.05518  | 0.712907 | 0.381057 | 0.25183  |         0 | 1.74287 | 1.4881 |  9.1409 | 10.3609 |  3.5254 | 1.13651   |   0.374787 | 0.358326 | 7        |
| s        |   11   | SFHx  |     0.4 | 2.63408  | 0.060487 | 0.010333 | 0        |         0 | 1.40988 | 1.228  |  1.7453 |  2.7758 |  7.8365 | 0.543385  |   0.227936 | 0.392349 | 7        |
| w        |   25   | SFHx  |     0.4 | 2.52316  | 1.08874  | 0.549395 | 0.381215 |         0 | 1.92321 | 1.6002 |  6.9807 |  8.238  |  7.6014 | 0.808792  |   0.395831 | 0.428838 | 7        |
| w        |   33   | SFHx  |     0.4 | 3.28321  | 0.965252 | 0.483663 | 0.352773 |         0 | 1.85695 | 1.5615 | 10.396  | 11.5992 |  1.64   | 0.920632  |   0.41313  | 0.393145 | 7        |
| w        |   16   | SFHx  |     0.4 | 4.24134  | 0.311624 | 0.217545 | 0.174943 |         0 | 1.51761 | 1.3761 |  3.4355 |  4.6503 |  8.9443 | 1.16127   |   0.291473 | 0.338393 | 7        |
| u        |   12   | SFHx  |     0.4 | 4.03763  | 0.312336 | 0.166682 | 0.080681 |         0 | 1.55706 | 1.3651 |  2.3002 |  3.3903 |  8.6093 | 1.14384   |   0.286952 | 0.414991 | 7        |
| w        |   29   | SFHx  |     0.4 | 4.28472  | 0.510765 | 0.315068 | 0.254705 |         0 | 1.65859 | 1.4733 |  8.6815 |  9.9235 |  4.2463 | 1.00372   |   0.352111 | 0.33628  | 3.768    |
| s        |   37   | SFHx  |     0.4 | 3.25217  | 0.760167 | 0.486748 | 0.336105 |         0 | 1.80463 | 1.4652 |  8.2546 |  0      |  0      | 1.40227   |   0.361282 | 0.430695 | 7        |
| w        |   18   | SFHx  |     0.4 | 4.15887  | 0.713271 | 0.358066 | 0.239487 |         0 | 1.76331 | 1.4797 |  4.1584 |  5.4177 |  9.4068 | 1.6975    |   0.356942 | 0.387058 | 7        |
| w        |   15   | SFHx  |     0.4 | 4.27074  | 0.556202 | 0.321862 | 0.230368 |         0 | 1.67071 | 1.3501 |  3.1022 |  4.3025 |  8.4893 | 1.78467   |   0.292353 | 0.402176 | 7        |
| s        |   35   | SFHx  |     0.4 | 4.26631  | 0.561764 | 0.323816 | 0.243277 |         0 | 1.68174 | 1.4881 |  9.1518 |  0      |  0      | 1.01545   |   0.380863 | 0.336037 | 7        |
| u        |   11   | SFHx  |     0.4 | 3.36043  | 0.209789 | 0.075372 | 0.029763 |         0 | 1.49928 | 1.2843 |  2.039  |  3.0446 |  7.9553 | 0.77517   |   0.22511  | 0.479566 | 7        |
| w        |   13   | BHBlp |     0.4 | 4.10642  | 0.359548 | 0.180756 | 0.113409 |         0 | 1.60564 | 1.3976 |  2.4865 |  3.6127 |  7.7898 | 1.20837   |   0.30659  | 0.412361 | 7        |
| s        |   36   | BHBlp |     0.4 | 4.20613  | 0.617546 | 0.345112 | 0.243308 |         0 | 1.70778 | 1.4857 |  8.8171 |  0      |  0      | 1.06406   |   0.375851 | 0.376198 | 7        |
| w        |   32   | TM1   |     0.4 | 3.80489  | 0.866956 | 0.422401 | 0.313426 |         0 | 1.79145 | 1.5362 | 10.0703 | 11.2699 |  2.1445 | 1.20733   |   0.397997 | 0.369358 | 7        |
| w        |   31   | TM1   |     0.4 | 4.18549  | 0.646014 | 0.351044 | 0.262702 |         0 | 1.70932 | 1.4881 |  9.611  | 10.8209 |  2.8133 | 1.237     |   0.382241 | 0.344363 | 7        |
| w        |   25   | TM1   |     0.4 | 2.43787  | 1.10336  | 0.555811 | 0.384616 |         0 | 1.93131 | 1.6002 |  6.9807 |  8.238  |  7.6014 | 0.821486  |   0.395966 | 0.453571 | 7        |
| w        |   28   | NL3   |     0.4 | 3.92752  | 0.595717 | 0.403821 | 0.313181 |         0 | 1.70422 | 1.4823 |  8.2702 |  9.4984 |  5.676  | 1.66139   |   0.337544 | 0.420065 | 7        |
| u        |   16   | NL3   |     0.4 | 3.87082  | 0.71175  | 0.412725 | 0.292941 |         0 | 1.75516 | 1.3997 |  3.2607 |  4.655  | 11.3434 | 1.86594   |   0.338974 | 0.402345 | 7        |
| z        |   19   | BHBlp |     0.4 | 4.31892  | 0.420057 | 0.263983 | 0.209309 |         0 | 1.60504 | 1.4737 |  4.0386 |  5.2536 | 13.7483 | 1.20191   |   0.342809 | 0.32942  | 7        |
| s        |   37   | BHBlp |     0.4 | 3.30625  | 0.747164 | 0.481342 | 0.332222 |         0 | 1.83202 | 1.4652 |  8.2546 |  0      |  0      | 1.25464   |   0.361357 | 0.475108 | 5.16123  |
| w        |   31   | NL3   |     0.4 | 4.17062  | 0.657204 | 0.355043 | 0.26508  |         0 | 1.70786 | 1.4881 |  9.611  | 10.8209 |  2.8133 | 1.27529   |   0.382273 | 0.342366 | 7        |
| s        |   22   | NL3   |     0.4 | 4.30389  | 0.364113 | 0.247997 | 0.188154 |         0 | 1.56525 | 1.4417 |  5.6486 |  6.9499 |  7.4668 | 1.3384    |   0.330164 | 0.329048 | 2.07818  |
| u        |   26   | NL3   |     0.4 | 3.00748  | 1.02512  | 0.509652 | 0.324519 |         0 | 1.89448 | 1.589  |  6.9932 |  8.6881 | 17.3026 | 0.762606  |   0.415688 | 0.394333 | 2.3477   |
| w        |   28   | TM1   |     0.4 | 3.81951  | 0.622998 | 0.420311 | 0.310948 |         0 | 1.70939 | 1.4823 |  8.2702 |  9.4984 |  5.676  | 1.55819   |   0.337515 | 0.427803 | 6.69815  |
| u        |   14   | TM1   |     0.4 | 4.31917  | 0.520179 | 0.264437 | 0.179476 |         0 | 1.64754 | 1.4766 |  2.7828 |  4.0197 |  9.9795 | 1.7802    |   0.324218 | 0.408088 | 6.65584  |
| z        |   20   | BHBlp |     0.4 | 4.29049  | 0.392238 | 0.239255 | 0.185563 |         0 | 1.59952 | 1.4841 |  4.5505 |  5.8156 | 14.1864 | 1.09341   |   0.340374 | 0.345157 | 2.33324  |
| s        |   26   | NL3   |     0.4 | 2.17985  | 1.09653  | 0.574382 | 0.395096 |         0 | 1.95715 | 1.6098 |  6.8687 |  8.6701 |  4.2719 | 0.66431   |   0.404533 | 0.476703 | 6.12292  |
| w        |   15   | BHBlp |     0.4 | 4.2777   | 0.572953 | 0.318616 | 0.228814 |         0 | 1.68888 | 1.3501 |  3.1022 |  4.3025 |  8.4893 | 1.71179   |   0.292429 | 0.437613 | 7        |
| z        |   31   | BHBlp |     0.4 | 2.23663  | 1.04083  | 0.570396 | 0.39155  |         0 | 1.96941 | 1.5606 |  9.6196 | 11.1549 | 19.8482 | 0.36069   |   0.402326 | 0.546505 | 7        |
| z        |   14   | BHBlp |     0.4 | 3.96196  | 0.318603 | 0.153055 | 0.078331 |         0 | 1.59238 | 1.3968 |  2.3148 |  3.3084 | 10.693  | 0.999768  |   0.309244 | 0.410986 | 7        |
| s        |   17   | NL3   |     0.4 | 4.27443  | 0.351761 | 0.230982 | 0.184972 |         0 | 1.53058 | 1.4037 |  3.6263 |  4.8643 |  8.9739 | 1.45355   |   0.301542 | 0.33325  | 7        |
| s        |   22   | TM1   |     0.4 | 4.30293  | 0.362377 | 0.247278 | 0.187704 |         0 | 1.56767 | 1.4417 |  5.6486 |  6.9499 |  7.4668 | 1.28588   |   0.330146 | 0.333909 | 2.06583  |
| s        |   19   | NL3   |     0.4 | 4.15831  | 0.686316 | 0.358208 | 0.238733 |         0 | 1.75628 | 1.5878 |  4.3675 |  5.617  |  9.4176 | 1.89149   |   0.358912 | 0.394453 | 7        |
| u        |   19   | NL3   |     0.4 | 4.1429   | 0.311346 | 0.189145 | 0.154158 |         0 | 1.57973 | 1.4509 |  4.356  |  5.8919 | 13.1048 | 1.17665   |   0.35344  | 0.298661 | 5.63112  |
| s        |   14   | BHBlp |     0.4 | 4.25167  | 0.475234 | 0.221382 | 0.146315 |         0 | 1.66092 | 1.4367 |  2.6208 |  3.7828 |  8.1835 | 1.34587   |   0.333592 | 0.399071 | 5.90237  |
| w        |   21   | TM1   |     0.4 | 4.18215  | 0.30596  | 0.199191 | 0.161751 |         0 | 1.5148  | 1.4581 |  5.3135 |  6.6199 |  9.5408 | 1.13664   |   0.3119   | 0.364303 | 1.83147  |
| s        |   11   | BHBlp |     0.4 | 2.63408  | 0.060216 | 0.010333 | 0        |         0 | 1.40739 | 1.228  |  1.7453 |  2.7758 |  7.8365 | 0.584238  |   0.228008 | 0.388711 | 7        |
| s        |   27   | NL3   |     0.4 | 4.27449  | 0.517091 | 0.32014  | 0.256794 |         0 | 1.6629  | 1.5074 |  7.196  |  9.0949 |  3.3552 | 1.20635   |   0.375402 | 0.322692 | 6.52014  |
| s        |   12   | NL3   |     0.4 | 3.1556   | 0.175276 | 0.05508  | 0.026501 |         0 | 1.45631 | 1.2737 |  1.9702 |  3.0103 |  7.9139 | 0.805007  |   0.223049 | 0.489519 | 6.42663  |
| u        |   24   | NL3   |     0.4 | 1.62049  | 1.17823  | 0.611132 | 0.397621 |         0 | 2.00518 | 1.625  |  6.1742 |  7.825  | 16.1678 | 0.484444  |   0.414934 | 0.546595 | 7        |
| u        |   27   | NL3   |     0.4 | 3.40858  | 1.01626  | 0.470704 | 0.318339 |         0 | 1.87913 | 1.6046 |  7.3558 |  9.0703 | 17.9194 | 0.892886  |   0.4142   | 0.372363 | 1.97223  |
| s        |   33   | BHBlp |     0.4 | 4.14184  | 0.709365 | 0.362263 | 0.27262  |         0 | 1.73695 | 1.5122 |  8.9325 | 11.3198 |  0.1198 | 1.05447   |   0.389413 | 0.367948 | 5.66063  |
| u        |   11   | NL3   |     0.4 | 3.36208  | 0.210763 | 0.075544 | 0.029774 |         0 | 1.49284 | 1.2843 |  2.039  |  3.0446 |  7.9553 | 0.937218  |   0.225244 | 0.465019 | 6.88564  |
| z        |   21   | BHBlp |     0.4 | 4.09866  | 0.269963 | 0.179067 | 0.136666 |         0 | 1.50572 | 1.4615 |  4.9669 |  6.187  | 14.8152 | 0.855431  |   0.316873 | 0.357597 | 1.8084   |
| z        |   29   | BHBlp |     0.4 | 4.24838  | 0.557996 | 0.331022 | 0.230043 |         0 | 1.68211 | 1.4637 |  8.6156 | 10.0203 | 18.9826 | 0.893708  |   0.356768 | 0.366317 | 7        |
| s        |   32   | BHBlp |     0.4 | 4.2668   | 0.542446 | 0.323601 | 0.230357 |         0 | 1.67765 | 1.4809 |  8.3492 | 10.4413 |  1.5534 | 1.08274   |   0.371023 | 0.364571 | 7        |
